_id,speaker full name,thumbnail url
6a034c2437e0c30f44bd1e43,Joao Pedro de Magalhaes,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2437e0c30f44bd1d3c,Andras Forgacs,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/861a6bddbf1b6730a0ce0047049021c102ca8124_254x191.jpg?w=255
6a034c24658f0b3b67d4a2cc,Anjali Tripathi,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/6c14316282e3e82a1f4c18ab2cb5ef569329a8eb_254x191.jpg?w=255
6a034c2437e0c30f44bd1e5b,Kate Marvel,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/6b35c3501e7ef6b3a2fbf7ee81bb3376a30ab8d9_254x191.jpg?w=255
6a034c2435bf06475c27af22,Cindy Solomon,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/74b42998ff6de86e9162a4a19dd4f8d5fafb3393_254x191.jpg?w=255
6a034c2437e0c30f44bd1d48,Brian Jones,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2435bf06475c27ae66,Cameron Paterson,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2437e0c30f44bd1e74,Leyla Acaroglu,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/06116e46fa7abc0546ad2b13fa6219943dae5aaa_254x191.jpg?w=255
6a034c2435bf06475c27af31,Drew Berry,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/23d6f256a3b0e93e5337e5b2e4d630c17acb58ab_254x191.jpg?w=255
6a034c2437e0c30f44bd1d4d,Christopher E. Gaw,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2437e0c30f44bd1e95,Mike Rowe,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/75735_254x191.jpg?w=255
6a034c2435bf06475c27ae8f,Jamila Gordon,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/53ba9db039d8c1032ede680908a5150e7856ca22_254x191.jpg?w=255
6a034c2435bf06475c27af44,Frederic Kaplan,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/be1a0f09c1c8edde11cf5e29dea88c021290016f_254x191.jpg?w=255
6a034c2437e0c30f44bd1d5d,Doreen Koenning,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2435bf06475c27ae9b,Jordan Raskopoulos,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2437e0c30f44bd1ed0,Richard Turere,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/b15dded15148a23241457dce4f225330be980655_254x191.jpg?w=255
6a034c2435bf06475c27af84,Kevin Slavin,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/66a6cb147a779a68f4be5335050e3d052f1c3efc_254x191.jpg?w=255
6a034c2437e0c30f44bd1dc8,Ashraf Ghani,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/c9aa84f30b79de8ac85323fbd558e7750ef2310d_254x191.jpg?w=255
6a034c2435bf06475c27ae9c,Juan Pablo Sáez Gil,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2437e0c30f44bd1ede,Shahar Erez,https://pi.tedcdn.com/r/ted-conferences-speaker-photos-production.s3.amazonaws.com/5tcparzdj71zgbgc1b1jix4bdt2x?w=255
6a034c2435bf06475c27afa2,Maria R. D’Orsogna,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c24658f0b3b67d4a2f4,Drew Humphreys,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2437e0c30f44bd1dd5,Bettina Bair,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2435bf06475c27aebd,Oscar Schwartz,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/0b7c73bfca00d4f1becbbd7fd5906b9a83d06d03_254x191.jpg?w=255
6a034c2437e0c30f44bd1ee9,They Might Be Giants,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/38852_254x191.jpg?w=255
6a034c2435bf06475c27afc9,Salil Dudani,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/0bda34e6594866af0bcdbc71ef3f1a15cf01e46f_254x191.jpg?w=255
6a034c24658f0b3b67d4a310,Erez Yoeli,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/263e0396089071edd2752d8e133c0eaffe2c6f8d_254x191.jpg?w=255
6a034c2437e0c30f44bd1e4e,Julia Kloiber,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2435bf06475c27aec5,Richard Baraniuk,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/1414_254x191.jpg?w=255
6a034c245e700263ec4ad2ce,Graham Hawkes,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/57827_254x191.jpg?w=255
6a034c2435bf06475c27afd1,Priyanka Jain,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/a7615dba4a0a0ae90f54488adbc4b71fb6ca72d6_254x191.jpg?w=255
6a034c24658f0b3b67d4a312,Fields Wicker-Miurin,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/c5e5ea1e653c4e20436608ffa09cbcd44691c24e_254x191.jpg?w=255
6a034c2437e0c30f44bd1e72,Lee Cronin,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/e2a1268b5b1857416171f5be2faedc42d8c5809c_254x191.jpg?w=255
6a034c2435bf06475c27aeef,Amos Winter,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/f1ac6011a02c110637db5dfabb47833b48a71221_254x191.jpg?w=255
6a034c245e700263ec4ad2d2,Hector Ruiz,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/38853_254x191.jpg?w=255
6a034c2435bf06475c27afe9,Sharon Horesh Bergquist,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c24658f0b3b67d4a318,Chris Domas,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/a1ce17acd70244b13c8d260f7ba98ecbae692e96_254x191.jpg?w=255
6a034c2437e0c30f44bd1e89,Michael Bodekaer,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/3ad7dd0727fa155a8bfb2ca0ec7e032bff3c6c8f_254x191.jpg?w=255
6a034c2435bf06475c27af06,Becca Heller,https://pi.tedcdn.com/r/ted-conferences-speaker-photos-production.s3.amazonaws.com/yr6ut3sn2sakn1qi9qjjrxl0q7fh?w=255
6a034c245e700263ec4ad2d9,James Logan,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2435bf06475c27b01e,Charles M. Blow,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c24658f0b3b67d4a31e,Daniella Ballou-Aares,https://tedblade-public-assets.s3.us-east-1.amazonaws.com/default-avatar.jpg
6a034c2437e0c30f44bd1e8f,Michael Hansmeyer,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/d82c9d5205081756bda6418fe149b524f240e437_254x191.jpg?w=255
6a034c2435bf06475c27af38,Diarra Bousso,https://pi.tedcdn.com/r/ted-conferences-speaker-photos-production.s3.amazonaws.com/r0ijw8f41ucexv90yw6wslmy1cod?w=255
